6:C 09 Oct 10:03:38.525 # oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
6:C 09 Oct 10:03:38.525 # Redis version=4.0.11, bits=64, commit=00000000, modified=0, pid=6, just started
6:C 09 Oct 10:03:38.525 # Configuration loaded
6:M 09 Oct 10:03:38.527 * No cluster configuration found, I'm 954cdc57c901694de9d4f31122b83fd0de042ff6
6:M 09 Oct 10:03:38.561 * Running mode=cluster, port=6379.
6:M 09 Oct 10:03:38.561 # WARNING: The TCP backlog setting of 511 cannot be enforced because /proc/sys/net/core/somaxconn is set to the lower value of 128.
6:M 09 Oct 10:03:38.561 # Server initialized
6:M 09 Oct 10:03:38.562 # WARNING overcommit_memory is set to 0! Background save may fail under low memory condition. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.
6:M 09 Oct 10:03:38.562 # WARNING you have Transparent Huge Pages (THP) support enabled in your kernel. This will create latency and memory usage issues with Redis. To fix this issue run the command 'echo never > /sys/kernel/mm/transparent_hugepage/enabled' as root, and add it to your /etc/rc.local in order to retain the setting after a reboot. Redis must be restarted after THP is disabled.
6:M 09 Oct 10:03:38.562 * Ready to accept connections
6:M 09 Oct 10:13:19.284 # configEpoch set to 5 via CLUSTER SET-CONFIG-EPOCH
6:S 09 Oct 10:13:23.380 * Before turning into a slave, using my master parameters to synthesize a cached master: I may be able to synchronize with the new master with just a partial transfer.
6:S 09 Oct 10:13:23.380 # Cluster state changed: ok
6:S 09 Oct 10:13:23.608 * Connecting to MASTER 101.200.56.53:6393
6:S 09 Oct 10:13:23.608 * MASTER <-> SLAVE sync started
6:S 09 Oct 10:13:23.609 * Non blocking connect for SYNC fired the event.
6:S 09 Oct 10:13:23.611 * Master replied to PING, replication can continue...
6:S 09 Oct 10:13:23.618 * Trying a partial resynchronization (request 56b6ab0ecdfef9e6b349f796d44ada2fff4efba7:1).
6:S 09 Oct 10:13:23.622 * Full resync from master: 1500c43378c97bb6050ee89612dfac347debfab8:0
6:S 09 Oct 10:13:23.622 * Discarding previously cached master state.
6:S 09 Oct 10:13:23.704 * MASTER <-> SLAVE sync: receiving 176 bytes from master
6:S 29 Feb 12:05:00.195 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.250 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.306 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.363 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.414 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.467 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.520 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.575 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.634 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.686 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.740 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.796 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.852 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.905 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:00.957 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.008 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.060 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.112 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.164 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.220 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.271 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.329 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.387 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.440 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.491 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.540 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.594 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.645 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.695 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.746 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.794 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.850 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.905 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:01.959 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.012 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.068 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.124 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.176 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.232 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.289 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.345 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.403 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.461 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.515 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.573 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.626 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.680 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.737 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.790 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.842 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.893 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.945 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:02.997 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:03.054 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:03.109 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:03.166 # Bad message length or signature received from Cluster bus.
6:S 29 Feb 12:05:08.269 # Bad message length or signature received from Cluster bus.
6:S 15 Mar 13:33:52.599 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:32.035 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:32.462 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:32.718 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:32.969 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:33.221 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:33.475 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:48.787 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:49.041 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:49.292 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:49.544 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:49.797 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:50.046 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:50.304 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:50.555 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:50.809 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:51.069 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:51.319 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:51.577 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:51.831 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:52.266 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:52.522 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:52.775 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:53.031 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:58.312 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:58.561 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:58.808 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:59.056 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:55:59.310 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:04.600 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:04.852 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:05.106 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:15.584 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:15.834 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:16.088 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:16.343 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:16.594 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:21.873 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:22.123 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:22.374 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:27.658 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:27.912 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:28.163 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:28.598 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:28.847 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:29.103 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:34.386 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:34.637 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:45.134 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:50.419 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:50.674 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:50.929 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:51.190 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:56.474 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:56.731 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:56:56.986 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:58:52.844 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:59:02.882 # Bad message length or signature received from Cluster bus.
6:S 16 Mar 18:59:04.909 # Bad message length or signature received from Cluster bus.
6:S 17 Mar 04:20:56.537 # Bad message length or signature received from Cluster bus.
6:S 17 Mar 04:20:56.591 # Bad message length or signature received from Cluster bus.
6:S 17 Mar 04:20:56.648 # Bad message length or signature received from Cluster bus.
6:S 17 Mar 04:20:56.698 # Bad message length or signature received from Cluster bus.
6:S 17 Mar 14:22:53.164 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 11:27:54.700 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:31:50.988 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:31:51.413 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:31:52.415 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:31:53.414 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:31:54.442 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:31:55.468 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:11.557 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:11.983 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:12.407 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:13.035 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:13.835 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:14.436 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:15.267 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:16.064 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:17.067 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:17.868 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:18.288 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:19.488 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:20.113 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:21.113 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:21.914 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:22.338 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:23.340 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:29.733 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:30.161 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:30.412 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:30.665 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:31.117 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:36.954 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:37.554 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:38.354 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:48.954 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:49.204 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:49.641 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:50.074 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:50.496 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:56.190 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:56.616 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:32:57.248 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:02.906 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:03.159 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:03.412 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:03.863 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:04.460 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:05.086 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:10.916 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:11.169 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:21.477 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:26.755 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:27.003 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:27.253 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:27.502 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:32.775 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:33.028 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:33.281 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:42.522 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:52.546 # Bad message length or signature received from Cluster bus.
6:S 19 Mar 20:33:52.619 # Bad message length or signature received from Cluster bus.
6:S 20 Mar 06:54:36.466 # Bad message length or signature received from Cluster bus.
6:S 20 Mar 06:54:36.521 # Bad message length or signature received from Cluster bus.
6:S 20 Mar 06:54:36.584 # Bad message length or signature received from Cluster bus.
6:S 20 Mar 06:54:36.639 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:07.898 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:08.697 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:09.700 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:10.699 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:11.903 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:12.329 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:28.677 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:29.477 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:29.903 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:30.929 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:31.931 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:32.731 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:33.331 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:34.332 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:35.356 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:36.386 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:37.184 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:37.786 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:38.587 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:39.385 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:40.209 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:41.436 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:42.262 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:48.085 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:48.337 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:48.588 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:48.840 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:49.091 # Bad message length or signature received from Cluster bus.
6:S 23 Mar 12:23:54.501 # Bad message length or signature received from Cluster bus.
